method,surface_temperature,temperature,specific_humidity_dex,cloud_fraction,u,v,asr,olr
conv_decoder,13.199007987976074,11.161248397827148,0.5732136726379394,0.09497726671397685,12.07830364704132,4.644558715820312,39.65610122680664,18.78583335876465
coord_deeponet,13.206903457641602,11.187759304046631,0.560432830452919,0.10765398591756821,13.38787908554077,6.126101446151734,32.128475189208984,20.944971084594727
coord_mlp,18.197097778320312,13.495436668395996,0.7048453539609909,0.12889573499560356,14.849170827865601,5.992106413841247,81.76162719726562,37.80351638793945
gplfr,10.036452293395996,8.498482751846314,0.44650043547153473,0.08905552104115486,11.35906081199646,4.9014819145202635,23.91234588623047,17.155488967895508
knn,19.070541381835938,15.030132484436034,0.7995890259742737,0.1183881763368845,13.241886520385743,5.775532650947571,35.117374420166016,27.53128433227539
pca_gbt,12.149626731872559,10.575212669372558,0.5610202819108963,0.10384241715073586,13.120346736907958,5.932850646972656,28.968496322631836,20.64192771911621
pca_mlp,12.706315040588379,10.537519168853759,0.5489795982837677,0.10517190136015415,13.74472997188568,5.610722517967224,28.73229217529297,20.67842674255371
pca_ridge,16.833587646484375,14.60945987701416,0.7124834448099137,0.12474310100078582,15.68069052696228,6.493959212303162,34.28230285644531,26.050378799438477
ppca_icm,10.381856918334961,9.209255123138428,0.46459989845752714,0.09757967814803123,11.483064675331116,5.240771198272705,27.894737243652344,19.572938919067383
sfno,13.54281234741211,11.52151403427124,0.566435694694519,0.09794064052402973,12.696057105064392,5.053560900688171,34.20325469970703,20.247047424316406
train_mean,25.06821632385254,20.869341087341308,1.1507873833179474,0.15112838000059128,19.42385115623474,8.279989051818848,61.180023193359375,43.84955596923828
