method,surface_temperature,temperature,specific_humidity_dex,cloud_fraction,u,v,asr,olr
conv_decoder,12.601461410522461,10.01468915939331,0.514857617020607,0.08220121301710606,9.90478286743164,3.9120230436325074,37.149436950683594,17.370330810546875
coord_deeponet,12.775678634643555,10.73301076889038,0.5298471063375473,0.09070225581526756,10.934195137023925,4.990510082244873,29.684356689453125,19.03484344482422
coord_mlp,17.184656143188477,12.647778511047363,0.6574239403009414,0.10510501861572266,12.21805682182312,4.955683994293213,77.1313705444336,34.2557258605957
gplfr,9.826775550842285,8.194123840332031,0.4293355464935303,0.07736995667219163,9.448803877830505,4.115927767753601,22.54296875,16.022092819213867
knn,18.793922424316406,14.661604309082032,0.78364776968956,0.09976855814456939,10.92206826210022,4.722093296051026,33.178287506103516,24.795509338378906
pca_gbt,11.870917320251465,10.187142086029052,0.537006801366806,0.08875879421830177,10.684427046775818,4.811474704742432,27.16459083557129,19.15777015686035
pca_mlp,12.399310111999512,10.148998737335205,0.527558696269989,0.09034475050866604,11.198612260818482,4.653822708129883,26.90611457824707,19.07231903076172
pca_ridge,16.5269832611084,14.187188339233398,0.6894884675741195,0.10689832791686057,13.038309288024902,5.361840796470642,32.39564514160156,24.06399154663086
ppca_icm,10.085410118103027,8.819560480117797,0.44339416921138763,0.08390743918716907,9.630670046806335,4.334003591537476,25.95606803894043,18.028194427490234
sfno,13.156966209411621,10.78567123413086,0.5312204658985138,0.0850891750305891,10.606792378425599,4.283011484146118,32.38471221923828,18.706762313842773
train_mean,24.52280044555664,20.344562911987303,1.118581771850586,0.12770588397979737,16.731809282302855,6.565287446975708,58.98640060424805,40.980262756347656
