method,surface_temperature,temperature_0,temperature_1,temperature_2,temperature_3,temperature_4,temperature_5,temperature_6,temperature_7,temperature_8,temperature_9,specific_humidity_0,specific_humidity_1,specific_humidity_2,specific_humidity_3,specific_humidity_4,specific_humidity_5,specific_humidity_6,specific_humidity_7,specific_humidity_8,specific_humidity_9,asr,olr,cloud_fraction_0,cloud_fraction_1,cloud_fraction_2,cloud_fraction_3,cloud_fraction_4,cloud_fraction_5,cloud_fraction_6,cloud_fraction_7,cloud_fraction_8,cloud_fraction_9,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,u_9,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9
gplfr,0.6172186136245728,0.5652173161506653,0.5876825451850891,0.6376335620880127,0.7748623490333557,0.8174293041229248,0.6736419200897217,0.6130127310752869,0.6897371411323547,1.1502567529678345,1.4158395528793335,0.6051433682441711,0.5401834845542908,0.5306704044342041,0.5395750403404236,0.5656833052635193,0.6025812029838562,0.6449546813964844,0.6220667362213135,0.986176073551178,1.2027724981307983,0.4676586985588074,0.49742332100868225,0.40297600626945496,0.4050437808036804,0.3722738027572632,0.39080214500427246,0.45796799659729004,0.5647754669189453,0.6612613797187805,0.528741717338562,1.7664533853530884,230.85333251953125,0.6088200807571411,0.6243327856063843,0.6383413672447205,0.6230741739273071,0.6085761785507202,0.5770043134689331,0.5670657753944397,0.5905650854110718,1.0365592241287231,1.06447172164917,0.6284668445587158,0.6530855298042297,0.6225647330284119,0.5920204520225525,0.5629879832267761,0.5832667350769043,0.6238241195678711,0.7118833065032959,1.1945512294769287,3.3816542625427246
ppca_icm,0.721234142780304,0.670587956905365,0.7296112179756165,0.7806627750396729,0.9651215672492981,1.0337594747543335,0.7489296793937683,0.6281688809394836,0.800894021987915,1.4272950887680054,1.904722809791565,0.6469513773918152,0.5774542689323425,0.5637876987457275,0.5749231576919556,0.5882547497749329,0.611488401889801,0.6479552388191223,0.6322058439254761,1.030794382095337,1.1934491395950317,0.5653027892112732,0.607694149017334,0.48829880356788635,0.4930661916732788,0.4356941878795624,0.4786035418510437,0.5708020329475403,0.6425579190254211,0.8177791237831116,0.6764501929283142,1.3453948497772217,100.7724380493164,0.670861542224884,0.7071388959884644,0.7549207806587219,0.7636086940765381,0.7436589598655701,0.6716363430023193,0.6272560358047485,0.6455685496330261,1.0885852575302124,0.8675650358200073,0.6907739639282227,0.7412185072898865,0.7236078381538391,0.6853744983673096,0.6504567265510559,0.6862138509750366,0.7399072051048279,0.74648118019104,1.196984052658081,2.6900136470794678
