method,surface_temperature,temperature_0,temperature_1,temperature_2,temperature_3,temperature_4,temperature_5,temperature_6,temperature_7,temperature_8,temperature_9,specific_humidity_0,specific_humidity_1,specific_humidity_2,specific_humidity_3,specific_humidity_4,specific_humidity_5,specific_humidity_6,specific_humidity_7,specific_humidity_8,specific_humidity_9,asr,olr,cloud_fraction_0,cloud_fraction_1,cloud_fraction_2,cloud_fraction_3,cloud_fraction_4,cloud_fraction_5,cloud_fraction_6,cloud_fraction_7,cloud_fraction_8,cloud_fraction_9,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,u_9,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9
gplfr,0.9934552311897278,1.0361641645431519,0.9865174293518066,1.0127516984939575,0.970743715763092,0.9995656609535217,0.9856725335121155,1.0968432426452637,1.2753089666366577,1.3297374248504639,1.1554927825927734,1.2469791173934937,1.1638741493225098,1.0908344984054565,1.0114675760269165,0.9337306618690491,0.8759797215461731,0.8305589556694031,0.914696216583252,1.0360634326934814,1.002069115638733,0.7808546423912048,0.8466438055038452,1.095943808555603,1.0131915807724,1.0193884372711182,1.1271246671676636,1.161728024482727,1.1658740043640137,1.2465806007385254,1.1116629838943481,1.074773907661438,0.9985581636428833,0.8178521990776062,0.7059618234634399,0.6198723316192627,0.5757312178611755,0.5739595293998718,0.5591669678688049,0.5380662679672241,0.6004361510276794,0.7929063439369202,0.923011064529419,0.8170298933982849,0.6803048253059387,0.6043370962142944,0.5843569040298462,0.6203161478042603,0.6551851630210876,0.6996013522148132,0.7546314001083374,0.8581428527832031,1.6316699981689453
ppca_icm,0.6267645955085754,0.6444212198257446,0.6385573148727417,0.637738049030304,0.6224508881568909,0.6212570667266846,0.6113830804824829,0.6542149782180786,0.6542819738388062,0.5717962980270386,0.6351560950279236,0.7290109395980835,0.7112398147583008,0.6706436276435852,0.646449625492096,0.6205112934112549,0.5912402868270874,0.5797582864761353,0.6134812235832214,0.632763683795929,0.6301657557487488,0.3095952570438385,0.39866021275520325,0.4126416742801666,0.38480088114738464,0.36522427201271057,0.364355206489563,0.3600965142250061,0.38373324275016785,0.3609035909175873,0.3078916072845459,0.302614688873291,0.7503325343132019,0.3520113527774811,0.31041544675827026,0.28354611992836,0.26964250206947327,0.2737657129764557,0.2808675765991211,0.27895551919937134,0.3107953667640686,0.33335062861442566,0.611187219619751,0.3568478226661682,0.3101247549057007,0.2796066105365753,0.2691479027271271,0.27588897943496704,0.2822592854499817,0.2868860960006714,0.30742326378822327,0.3428806662559509,1.020998477935791
