method,surface_temperature,temperature,specific_humidity_dex,cloud_fraction,u,v,asr,olr
gplfr,1.020830512046814,1.1016685896449618,1.0822440915637546,1.1495775514178805,0.6536221040619744,0.7506887780295478,0.8442928791046143,0.9310066103935242
ppca_icm,0.5770043134689331,0.5313492152425978,0.6155972745683458,0.370668758948644,0.2850709623760647,0.32681628399425083,0.3191893696784973,0.4104563593864441
