subset,protocol,method,seed,metric,variable,value,metrics_path,predictions_path,config_path
multi-partial,shared_planets,pca_gbt,1,relative_acc,temperature,4.24281644821167,,,
multi-partial,shared_planets,pca_gbt,1,relative_acc,specific_humidity_dex,1.2155853509902954,,,
multi-partial,shared_planets,pca_gbt,1,relative_acc,cloud_fraction,1.3942320346832275,,,
multi-partial,shared_planets,pca_gbt,1,relative_acc,u,3.413886547088623,,,
multi-partial,shared_planets,pca_gbt,1,relative_acc,v,1.245436429977417,,,
multi-partial,shared_planets,pca_gbt,1,relative_acc,asr,1.0050089359283447,,,
multi-partial,shared_planets,pca_gbt,1,relative_acc,olr,1.1232322454452515,,,
multi-partial,standard,pca_gbt,2,rmse,surface_temperature,12.166648864746094,,,
multi-partial,standard,pca_gbt,2,rmse,temperature,10.079922580718994,,,
multi-partial,standard,pca_gbt,2,rmse,specific_humidity_dex,0.5425607144832612,,,
multi-partial,standard,pca_gbt,2,rmse,cloud_fraction,0.08832172378897667,,,
multi-partial,standard,pca_gbt,2,rmse,u,10.685502433776856,,,
multi-partial,standard,pca_gbt,2,rmse,v,4.759131813049317,,,
multi-partial,standard,pca_gbt,2,rmse,asr,27.283428192138672,,,
multi-partial,standard,pca_gbt,2,rmse,olr,20.13153839111328,,,
multi-partial,standard,pca_gbt,2,acc,surface_temperature,0.9572300314903259,,,
multi-partial,standard,pca_gbt,2,acc,temperature,0.6123994082212448,,,
multi-partial,standard,pca_gbt,2,acc,specific_humidity_dex,0.7522981688380241,,,
multi-partial,standard,pca_gbt,2,acc,cloud_fraction,0.6645514100790024,,,
multi-partial,standard,pca_gbt,2,acc,u,0.6490507841110229,,,
multi-partial,standard,pca_gbt,2,acc,v,0.6451776832342148,,,
multi-partial,standard,pca_gbt,2,acc,asr,0.9961056113243103,,,
multi-partial,standard,pca_gbt,2,acc,olr,0.8439234495162964,,,
multi-partial,standard,pca_gbt,2,ramse,surface_temperature,12.45444107055664,,,
multi-partial,standard,pca_gbt,2,ramse,temperature,10.462724208831787,,,
multi-partial,standard,pca_gbt,2,ramse,specific_humidity_dex,0.5659598529338836,,,
multi-partial,standard,pca_gbt,2,ramse,cloud_fraction,0.10356801450252533,,,
multi-partial,standard,pca_gbt,2,ramse,u,13.073720598220826,,,
multi-partial,standard,pca_gbt,2,ramse,v,5.823765587806702,,,
multi-partial,standard,pca_gbt,2,ramse,asr,28.905902862548828,,,
multi-partial,standard,pca_gbt,2,ramse,olr,21.855640411376953,,,
multi-partial,shared_planets,pca_gbt,2,relative_rmse,surface_temperature,0.9811328649520874,,,
multi-partial,shared_planets,pca_gbt,2,relative_rmse,temperature,0.8668258190155029,,,
multi-partial,shared_planets,pca_gbt,2,relative_rmse,specific_humidity_dex,0.8887780904769897,,,
multi-partial,shared_planets,pca_gbt,2,relative_rmse,cloud_fraction,0.6499067544937134,,,
multi-partial,shared_planets,pca_gbt,2,relative_rmse,u,0.9000082015991211,,,
multi-partial,shared_planets,pca_gbt,2,relative_rmse,v,0.8935964107513428,,,
multi-partial,shared_planets,pca_gbt,2,relative_rmse,asr,0.6972835659980774,,,
multi-partial,shared_planets,pca_gbt,2,relative_rmse,olr,0.7916532754898071,,,
multi-partial,shared_planets,pca_gbt,2,relative_acc,surface_temperature,1.0329642295837402,,,
multi-partial,shared_planets,pca_gbt,2,relative_acc,temperature,4.566095352172852,,,
multi-partial,shared_planets,pca_gbt,2,relative_acc,specific_humidity_dex,1.2280678749084473,,,
multi-partial,shared_planets,pca_gbt,2,relative_acc,cloud_fraction,1.3775718212127686,,,
multi-partial,shared_planets,pca_gbt,2,relative_acc,u,3.2696375846862793,,,
multi-partial,shared_planets,pca_gbt,2,relative_acc,v,1.2101305723190308,,,
multi-partial,shared_planets,pca_gbt,2,relative_acc,asr,1.0049352645874023,,,
multi-partial,shared_planets,pca_gbt,2,relative_acc,olr,1.1198813915252686,,,
multi-partial,standard,pca_gbt,3,rmse,surface_temperature,12.682343482971191,,,
multi-partial,standard,pca_gbt,3,rmse,temperature,10.31587724685669,,,
multi-partial,standard,pca_gbt,3,rmse,specific_humidity_dex,0.5365235537290574,,,
multi-partial,standard,pca_gbt,3,rmse,cloud_fraction,0.08721698075532913,,,
multi-partial,standard,pca_gbt,3,rmse,u,10.670632886886597,,,
multi-partial,standard,pca_gbt,3,rmse,v,4.730209589004517,,,
multi-partial,standard,pca_gbt,3,rmse,asr,26.940458297729492,,,
multi-partial,standard,pca_gbt,3,rmse,olr,19.302101135253906,,,
multi-partial,standard,pca_gbt,3,acc,surface_temperature,0.9644474983215332,,,
multi-partial,standard,pca_gbt,3,acc,temperature,0.6049493834376335,,,
multi-partial,standard,pca_gbt,3,acc,specific_humidity_dex,0.7542195960879325,,,
multi-partial,standard,pca_gbt,3,acc,cloud_fraction,0.6598863169550896,,,
multi-partial,standard,pca_gbt,3,acc,u,0.661488750576973,,,
multi-partial,standard,pca_gbt,3,acc,v,0.6570813357830048,,,
multi-partial,standard,pca_gbt,3,acc,asr,0.9962051510810852,,,
multi-partial,standard,pca_gbt,3,acc,olr,0.8636416792869568,,,
multi-partial,standard,pca_gbt,3,ramse,surface_temperature,12.945648193359375,,,
multi-partial,standard,pca_gbt,3,ramse,temperature,10.673968315124512,,,
multi-partial,standard,pca_gbt,3,ramse,specific_humidity_dex,0.5605127334594726,,,
multi-partial,standard,pca_gbt,3,ramse,cloud_fraction,0.10212226323783398,,,
multi-partial,standard,pca_gbt,3,ramse,u,12.995860958099366,,,
multi-partial,standard,pca_gbt,3,ramse,v,5.77800178527832,,,
multi-partial,standard,pca_gbt,3,ramse,asr,28.532373428344727,,,
multi-partial,standard,pca_gbt,3,ramse,olr,20.908082962036133,,,
multi-partial,shared_planets,pca_gbt,3,relative_rmse,surface_temperature,1.0708855390548706,,,
multi-partial,shared_planets,pca_gbt,3,relative_rmse,temperature,0.9254289269447327,,,
multi-partial,shared_planets,pca_gbt,3,relative_rmse,specific_humidity_dex,0.8590133786201477,,,
multi-partial,shared_planets,pca_gbt,3,relative_rmse,cloud_fraction,0.641004204750061,,,
multi-partial,shared_planets,pca_gbt,3,relative_rmse,u,0.8969740867614746,,,
multi-partial,shared_planets,pca_gbt,3,relative_rmse,v,0.8758091926574707,,,
multi-partial,shared_planets,pca_gbt,3,relative_rmse,asr,0.6749135255813599,,,
multi-partial,shared_planets,pca_gbt,3,relative_rmse,olr,0.7797738313674927,,,
multi-partial,shared_planets,pca_gbt,3,relative_acc,surface_temperature,1.040959119796753,,,
multi-partial,shared_planets,pca_gbt,3,relative_acc,temperature,4.507922649383545,,,
multi-partial,shared_planets,pca_gbt,3,relative_acc,specific_humidity_dex,1.2417861223220825,,,
multi-partial,shared_planets,pca_gbt,3,relative_acc,cloud_fraction,1.383293867111206,,,
multi-partial,shared_planets,pca_gbt,3,relative_acc,u,3.4487662315368652,,,
multi-partial,shared_planets,pca_gbt,3,relative_acc,v,1.2427685260772705,,,
multi-partial,shared_planets,pca_gbt,3,relative_acc,asr,1.0051476955413818,,,
multi-partial,shared_planets,pca_gbt,3,relative_acc,olr,1.1419377326965332,,,
multi-partial,standard,pca_gbt,4,rmse,surface_temperature,11.9608736038208,,,
multi-partial,standard,pca_gbt,4,rmse,temperature,10.188480186462403,,,
multi-partial,standard,pca_gbt,4,rmse,specific_humidity_dex,0.5145301967859268,,,
multi-partial,standard,pca_gbt,4,rmse,cloud_fraction,0.0872081931680441,,,
multi-partial,standard,pca_gbt,4,rmse,u,10.610132217407227,,,
multi-partial,standard,pca_gbt,4,rmse,v,4.7572139501571655,,,
multi-partial,standard,pca_gbt,4,rmse,asr,27.10938262939453,,,
multi-partial,standard,pca_gbt,4,rmse,olr,19.32423210144043,,,
multi-partial,standard,pca_gbt,4,acc,surface_temperature,0.9656040072441101,,,
multi-partial,standard,pca_gbt,4,acc,temperature,0.6042844235897065,,,
multi-partial,standard,pca_gbt,4,acc,specific_humidity_dex,0.7507072404026985,,,
multi-partial,standard,pca_gbt,4,acc,cloud_fraction,0.6681032672524452,,,
multi-partial,standard,pca_gbt,4,acc,u,0.6466801226139068,,,
multi-partial,standard,pca_gbt,4,acc,v,0.6402704030275345,,,
multi-partial,standard,pca_gbt,4,acc,asr,0.9960740804672241,,,
multi-partial,standard,pca_gbt,4,acc,olr,0.8637436032295227,,,
multi-partial,standard,pca_gbt,4,ramse,surface_temperature,12.240784645080566,,,
multi-partial,standard,pca_gbt,4,ramse,temperature,10.55875883102417,,,
multi-partial,standard,pca_gbt,4,ramse,specific_humidity_dex,0.5392256826162338,,,
multi-partial,standard,pca_gbt,4,ramse,cloud_fraction,0.10132086239755153,,,
multi-partial,standard,pca_gbt,4,ramse,u,12.893959188461304,,,
multi-partial,standard,pca_gbt,4,ramse,v,5.817438101768493,,,
multi-partial,standard,pca_gbt,4,ramse,asr,28.810544967651367,,,
multi-partial,standard,pca_gbt,4,ramse,olr,20.870119094848633,,,
multi-partial,shared_planets,pca_gbt,4,relative_rmse,surface_temperature,0.9559047222137451,,,
multi-partial,shared_planets,pca_gbt,4,relative_rmse,temperature,0.9354863166809082,,,
multi-partial,shared_planets,pca_gbt,4,relative_rmse,specific_humidity_dex,0.9038374423980713,,,
multi-partial,shared_planets,pca_gbt,4,relative_rmse,cloud_fraction,0.6449558734893799,,,
multi-partial,shared_planets,pca_gbt,4,relative_rmse,u,0.9101894497871399,,,
multi-partial,shared_planets,pca_gbt,4,relative_rmse,v,0.9075297117233276,,,
multi-partial,shared_planets,pca_gbt,4,relative_rmse,asr,0.7099025845527649,,,
multi-partial,shared_planets,pca_gbt,4,relative_rmse,olr,0.7829557061195374,,,
multi-partial,shared_planets,pca_gbt,4,relative_acc,surface_temperature,1.0402724742889404,,,
multi-partial,shared_planets,pca_gbt,4,relative_acc,temperature,4.080048084259033,,,
multi-partial,shared_planets,pca_gbt,4,relative_acc,specific_humidity_dex,1.2106921672821045,,,
multi-partial,shared_planets,pca_gbt,4,relative_acc,cloud_fraction,1.3895155191421509,,,
multi-partial,shared_planets,pca_gbt,4,relative_acc,u,3.521885395050049,,,
multi-partial,shared_planets,pca_gbt,4,relative_acc,v,1.2030351161956787,,,
multi-partial,shared_planets,pca_gbt,4,relative_acc,asr,1.0048863887786865,,,
multi-partial,shared_planets,pca_gbt,4,relative_acc,olr,1.1274739503860474,,,
multi-partial,standard,pca_mlp,0,rmse,surface_temperature,12.399310111999512,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,rmse,temperature,10.148998737335205,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,rmse,specific_humidity_dex,0.527558696269989,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,rmse,cloud_fraction,0.09034475050866604,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,rmse,u,11.198612260818482,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,rmse,v,4.653822708129883,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,rmse,asr,26.90611457824707,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,rmse,olr,19.07231903076172,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,acc,surface_temperature,0.9512108564376831,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,acc,temperature,0.6289445191621781,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,acc,specific_humidity_dex,0.7623748347163201,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,acc,cloud_fraction,0.6728346347808838,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,acc,u,0.6672449141740799,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,acc,v,0.6591102570295334,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,acc,asr,0.9959985017776489,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,acc,olr,0.8573113679885864,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,ramse,surface_temperature,12.706315040588379,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,ramse,temperature,10.537519168853759,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,ramse,specific_humidity_dex,0.5489795982837677,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,ramse,cloud_fraction,0.10517190136015415,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,ramse,u,13.74472997188568,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,ramse,v,5.610722517967224,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,ramse,asr,28.73229217529297,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,0,ramse,olr,20.67842674255371,results/models/multi-partial/pca_mlp/metrics_standard.json,results/models/multi-partial/pca_mlp/predictions.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,shared_planets,pca_mlp,0,relative_rmse,surface_temperature,1.0883054733276367,results/models/multi-partial/pca_mlp/metrics_shared_planets.json,results/models/multi-partial/pca_mlp/predictions_shared_planets.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,shared_planets,pca_mlp,0,relative_rmse,temperature,0.9425706267356873,results/models/multi-partial/pca_mlp/metrics_shared_planets.json,results/models/multi-partial/pca_mlp/predictions_shared_planets.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,shared_planets,pca_mlp,0,relative_rmse,specific_humidity_dex,0.8094886541366577,results/models/multi-partial/pca_mlp/metrics_shared_planets.json,results/models/multi-partial/pca_mlp/predictions_shared_planets.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,shared_planets,pca_mlp,0,relative_rmse,cloud_fraction,0.6392945051193237,results/models/multi-partial/pca_mlp/metrics_shared_planets.json,results/models/multi-partial/pca_mlp/predictions_shared_planets.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,shared_planets,pca_mlp,0,relative_rmse,u,0.9043076038360596,results/models/multi-partial/pca_mlp/metrics_shared_planets.json,results/models/multi-partial/pca_mlp/predictions_shared_planets.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,shared_planets,pca_mlp,0,relative_rmse,v,0.8243337869644165,results/models/multi-partial/pca_mlp/metrics_shared_planets.json,results/models/multi-partial/pca_mlp/predictions_shared_planets.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,shared_planets,pca_mlp,0,relative_rmse,asr,0.7221971154212952,results/models/multi-partial/pca_mlp/metrics_shared_planets.json,results/models/multi-partial/pca_mlp/predictions_shared_planets.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,shared_planets,pca_mlp,0,relative_rmse,olr,0.805866539478302,results/models/multi-partial/pca_mlp/metrics_shared_planets.json,results/models/multi-partial/pca_mlp/predictions_shared_planets.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,shared_planets,pca_mlp,0,relative_acc,surface_temperature,1.037928819656372,results/models/multi-partial/pca_mlp/metrics_shared_planets.json,results/models/multi-partial/pca_mlp/predictions_shared_planets.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,shared_planets,pca_mlp,0,relative_acc,temperature,4.534906387329102,results/models/multi-partial/pca_mlp/metrics_shared_planets.json,results/models/multi-partial/pca_mlp/predictions_shared_planets.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,shared_planets,pca_mlp,0,relative_acc,specific_humidity_dex,1.2565284967422485,results/models/multi-partial/pca_mlp/metrics_shared_planets.json,results/models/multi-partial/pca_mlp/predictions_shared_planets.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,shared_planets,pca_mlp,0,relative_acc,cloud_fraction,1.4125730991363525,results/models/multi-partial/pca_mlp/metrics_shared_planets.json,results/models/multi-partial/pca_mlp/predictions_shared_planets.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,shared_planets,pca_mlp,0,relative_acc,u,3.387207508087158,results/models/multi-partial/pca_mlp/metrics_shared_planets.json,results/models/multi-partial/pca_mlp/predictions_shared_planets.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,shared_planets,pca_mlp,0,relative_acc,v,1.2196730375289917,results/models/multi-partial/pca_mlp/metrics_shared_planets.json,results/models/multi-partial/pca_mlp/predictions_shared_planets.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,shared_planets,pca_mlp,0,relative_acc,asr,1.0048353672027588,results/models/multi-partial/pca_mlp/metrics_shared_planets.json,results/models/multi-partial/pca_mlp/predictions_shared_planets.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,shared_planets,pca_mlp,0,relative_acc,olr,1.1479265689849854,results/models/multi-partial/pca_mlp/metrics_shared_planets.json,results/models/multi-partial/pca_mlp/predictions_shared_planets.npz,results/models/multi-partial/pca_mlp/config.json
multi-partial,standard,pca_mlp,1,rmse,surface_temperature,12.294744491577148,,,
multi-partial,standard,pca_mlp,1,rmse,temperature,10.011820411682129,,,
multi-partial,standard,pca_mlp,1,rmse,specific_humidity_dex,0.5180264770984649,,,
multi-partial,standard,pca_mlp,1,rmse,cloud_fraction,0.08994960226118565,,,
multi-partial,standard,pca_mlp,1,rmse,u,11.126881861686707,,,
multi-partial,standard,pca_mlp,1,rmse,v,4.704337096214294,,,
multi-partial,standard,pca_mlp,1,rmse,asr,25.873342514038086,,,
multi-partial,standard,pca_mlp,1,rmse,olr,18.714069366455078,,,
multi-partial,standard,pca_mlp,1,acc,surface_temperature,0.949508786201477,,,
multi-partial,standard,pca_mlp,1,acc,temperature,0.6340313971042633,,,
multi-partial,standard,pca_mlp,1,acc,specific_humidity_dex,0.7583292424678802,,,
multi-partial,standard,pca_mlp,1,acc,cloud_fraction,0.6742064073681832,,,
multi-partial,standard,pca_mlp,1,acc,u,0.668607833981514,,,
multi-partial,standard,pca_mlp,1,acc,v,0.6557519137859344,,,
multi-partial,standard,pca_mlp,1,acc,asr,0.9962804913520813,,,
multi-partial,standard,pca_mlp,1,acc,olr,0.8453093767166138,,,
multi-partial,standard,pca_mlp,1,ramse,surface_temperature,12.581254005432129,,,
multi-partial,standard,pca_mlp,1,ramse,temperature,10.384281826019286,,,
multi-partial,standard,pca_mlp,1,ramse,specific_humidity_dex,0.5401243954896927,,,
multi-partial,standard,pca_mlp,1,ramse,cloud_fraction,0.10479793213307857,,,
multi-partial,standard,pca_mlp,1,ramse,u,13.543056082725524,,,
multi-partial,standard,pca_mlp,1,ramse,v,5.707401180267334,,,
multi-partial,standard,pca_mlp,1,ramse,asr,27.631986618041992,,,
multi-partial,standard,pca_mlp,1,ramse,olr,20.362855911254883,,,
multi-partial,shared_planets,pca_mlp,1,relative_rmse,surface_temperature,1.0763312578201294,,,
multi-partial,shared_planets,pca_mlp,1,relative_rmse,temperature,0.906674861907959,,,
multi-partial,shared_planets,pca_mlp,1,relative_rmse,specific_humidity_dex,0.7794215679168701,,,
multi-partial,shared_planets,pca_mlp,1,relative_rmse,cloud_fraction,0.6416272521018982,,,
multi-partial,shared_planets,pca_mlp,1,relative_rmse,u,0.909774899482727,,,
multi-partial,shared_planets,pca_mlp,1,relative_rmse,v,0.8401485681533813,,,
multi-partial,shared_planets,pca_mlp,1,relative_rmse,asr,0.6775655150413513,,,
multi-partial,shared_planets,pca_mlp,1,relative_rmse,olr,0.750045657157898,,,
multi-partial,shared_planets,pca_mlp,1,relative_acc,surface_temperature,1.0295801162719727,,,
multi-partial,shared_planets,pca_mlp,1,relative_acc,temperature,4.603285789489746,,,
multi-partial,shared_planets,pca_mlp,1,relative_acc,specific_humidity_dex,1.2539935111999512,,,
multi-partial,shared_planets,pca_mlp,1,relative_acc,cloud_fraction,1.3990312814712524,,,
multi-partial,shared_planets,pca_mlp,1,relative_acc,u,3.2722926139831543,,,
multi-partial,shared_planets,pca_mlp,1,relative_acc,v,1.2486002445220947,,,
multi-partial,shared_planets,pca_mlp,1,relative_acc,asr,1.0050004720687866,,,
multi-partial,shared_planets,pca_mlp,1,relative_acc,olr,1.1298655271530151,,,
multi-partial,standard,pca_mlp,2,rmse,surface_temperature,11.73090648651123,,,
multi-partial,standard,pca_mlp,2,rmse,temperature,10.027521800994872,,,
multi-partial,standard,pca_mlp,2,rmse,specific_humidity_dex,0.5221487790346145,,,
multi-partial,standard,pca_mlp,2,rmse,cloud_fraction,0.0902524471282959,,,
multi-partial,standard,pca_mlp,2,rmse,u,11.217141151428223,,,
multi-partial,standard,pca_mlp,2,rmse,v,4.668803548812866,,,
multi-partial,standard,pca_mlp,2,rmse,asr,25.454151153564453,,,
multi-partial,standard,pca_mlp,2,rmse,olr,18.146142959594727,,,
multi-partial,standard,pca_mlp,2,acc,surface_temperature,0.9405434131622314,,,
multi-partial,standard,pca_mlp,2,acc,temperature,0.6325006008148193,,,
multi-partial,standard,pca_mlp,2,acc,specific_humidity_dex,0.760023532807827,,,
multi-partial,standard,pca_mlp,2,acc,cloud_fraction,0.6757936015725136,,,
multi-partial,standard,pca_mlp,2,acc,u,0.6680424481630325,,,
multi-partial,standard,pca_mlp,2,acc,v,0.6519450962543487,,,
multi-partial,standard,pca_mlp,2,acc,asr,0.9963285326957703,,,
multi-partial,standard,pca_mlp,2,acc,olr,0.8589127063751221,,,
multi-partial,standard,pca_mlp,2,ramse,surface_temperature,12.03444766998291,,,
multi-partial,standard,pca_mlp,2,ramse,temperature,10.401348400115968,,,
multi-partial,standard,pca_mlp,2,ramse,specific_humidity_dex,0.5437333852052688,,,
multi-partial,standard,pca_mlp,2,ramse,cloud_fraction,0.10518387071788311,,,
multi-partial,standard,pca_mlp,2,ramse,u,13.71956033706665,,,
multi-partial,standard,pca_mlp,2,ramse,v,5.6722654581069945,,,
multi-partial,standard,pca_mlp,2,ramse,asr,27.11375617980957,,,
multi-partial,standard,pca_mlp,2,ramse,olr,19.68646812438965,,,
multi-partial,shared_planets,pca_mlp,2,relative_rmse,surface_temperature,0.9682716131210327,,,
multi-partial,shared_planets,pca_mlp,2,relative_rmse,temperature,0.8677971959114075,,,
multi-partial,shared_planets,pca_mlp,2,relative_rmse,specific_humidity_dex,0.8480284214019775,,,
multi-partial,shared_planets,pca_mlp,2,relative_rmse,cloud_fraction,0.6386280655860901,,,
multi-partial,shared_planets,pca_mlp,2,relative_rmse,u,0.9399563074111938,,,
multi-partial,shared_planets,pca_mlp,2,relative_rmse,v,0.8315860033035278,,,
multi-partial,shared_planets,pca_mlp,2,relative_rmse,asr,0.666632354259491,,,
multi-partial,shared_planets,pca_mlp,2,relative_rmse,olr,0.7229583263397217,,,
multi-partial,shared_planets,pca_mlp,2,relative_acc,surface_temperature,1.0213487148284912,,,
multi-partial,shared_planets,pca_mlp,2,relative_acc,temperature,4.939098834991455,,,
multi-partial,shared_planets,pca_mlp,2,relative_acc,specific_humidity_dex,1.2454653978347778,,,
multi-partial,shared_planets,pca_mlp,2,relative_acc,cloud_fraction,1.4091901779174805,,,
multi-partial,shared_planets,pca_mlp,2,relative_acc,u,3.143808126449585,,,
multi-partial,shared_planets,pca_mlp,2,relative_acc,v,1.2373734712600708,,,
multi-partial,shared_planets,pca_mlp,2,relative_acc,asr,1.00515878200531,,,
multi-partial,shared_planets,pca_mlp,2,relative_acc,olr,1.1491508483886719,,,
multi-partial,standard,pca_mlp,3,rmse,surface_temperature,12.2603759765625,,,
multi-partial,standard,pca_mlp,3,rmse,temperature,9.897313022613526,,,
multi-partial,standard,pca_mlp,3,rmse,specific_humidity_dex,0.5204645365476608,,,
multi-partial,standard,pca_mlp,3,rmse,cloud_fraction,0.09040731713175773,,,
multi-partial,standard,pca_mlp,3,rmse,u,11.238235092163086,,,
multi-partial,standard,pca_mlp,3,rmse,v,4.663556671142578,,,
multi-partial,standard,pca_mlp,3,rmse,asr,25.874683380126953,,,
multi-partial,standard,pca_mlp,3,rmse,olr,18.66777229309082,,,
multi-partial,standard,pca_mlp,3,acc,surface_temperature,0.9365329146385193,,,
multi-partial,standard,pca_mlp,3,acc,temperature,0.6280459582805633,,,
multi-partial,standard,pca_mlp,3,acc,specific_humidity_dex,0.7639027327299118,,,
multi-partial,standard,pca_mlp,3,acc,cloud_fraction,0.6757021620869637,,,
multi-partial,standard,pca_mlp,3,acc,u,0.6670741766691208,,,
multi-partial,standard,pca_mlp,3,acc,v,0.6524891942739487,,,
multi-partial,standard,pca_mlp,3,acc,asr,0.9961179494857788,,,
multi-partial,standard,pca_mlp,3,acc,olr,0.8514841794967651,,,
multi-partial,standard,pca_mlp,3,ramse,surface_temperature,12.592161178588867,,,
multi-partial,standard,pca_mlp,3,ramse,temperature,10.296535778045655,,,
multi-partial,standard,pca_mlp,3,ramse,specific_humidity_dex,0.5417634844779968,,,
multi-partial,standard,pca_mlp,3,ramse,cloud_fraction,0.10532884523272515,,,
multi-partial,standard,pca_mlp,3,ramse,u,13.743302345275879,,,
multi-partial,standard,pca_mlp,3,ramse,v,5.652012467384338,,,
multi-partial,standard,pca_mlp,3,ramse,asr,27.63015365600586,,,
multi-partial,standard,pca_mlp,3,ramse,olr,20.416893005371094,,,
multi-partial,shared_planets,pca_mlp,3,relative_rmse,surface_temperature,1.0325899124145508,,,
multi-partial,shared_planets,pca_mlp,3,relative_rmse,temperature,0.8687434196472168,,,
multi-partial,shared_planets,pca_mlp,3,relative_rmse,specific_humidity_dex,0.7870240211486816,,,
