subset,protocol,method,metric,variable,value,metrics_path,predictions_path,config_path
multi-partial,standard,pca_ridge,acc,asr,0.9954798817634583,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,acc,olr,0.8248118162155151,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,ramse,surface_temperature,16.833587646484375,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,ramse,temperature,14.60945987701416,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,ramse,specific_humidity_dex,0.7124834448099137,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,ramse,cloud_fraction,0.12474310100078582,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,ramse,u,15.68069052696228,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,ramse,v,6.493959212303162,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,ramse,asr,34.28230285644531,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,pca_ridge,ramse,olr,26.050378799438477,results/models/multi-partial/pca_ridge/metrics_standard.json,results/models/multi-partial/pca_ridge/predictions.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,shared_planets,pca_ridge,relative_rmse,surface_temperature,1.307268500328064,results/models/multi-partial/pca_ridge/metrics_shared_planets.json,results/models/multi-partial/pca_ridge/predictions_shared_planets.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,shared_planets,pca_ridge,relative_rmse,temperature,1.1414148807525635,results/models/multi-partial/pca_ridge/metrics_shared_planets.json,results/models/multi-partial/pca_ridge/predictions_shared_planets.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,shared_planets,pca_ridge,relative_rmse,specific_humidity_dex,1.0610077381134033,results/models/multi-partial/pca_ridge/metrics_shared_planets.json,results/models/multi-partial/pca_ridge/predictions_shared_planets.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,shared_planets,pca_ridge,relative_rmse,cloud_fraction,0.7014668583869934,results/models/multi-partial/pca_ridge/metrics_shared_planets.json,results/models/multi-partial/pca_ridge/predictions_shared_planets.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,shared_planets,pca_ridge,relative_rmse,u,1.0483070611953735,results/models/multi-partial/pca_ridge/metrics_shared_planets.json,results/models/multi-partial/pca_ridge/predictions_shared_planets.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,shared_planets,pca_ridge,relative_rmse,v,0.937798261642456,results/models/multi-partial/pca_ridge/metrics_shared_planets.json,results/models/multi-partial/pca_ridge/predictions_shared_planets.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,shared_planets,pca_ridge,relative_rmse,asr,0.8091794848442078,results/models/multi-partial/pca_ridge/metrics_shared_planets.json,results/models/multi-partial/pca_ridge/predictions_shared_planets.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,shared_planets,pca_ridge,relative_rmse,olr,0.9775423407554626,results/models/multi-partial/pca_ridge/metrics_shared_planets.json,results/models/multi-partial/pca_ridge/predictions_shared_planets.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,shared_planets,pca_ridge,relative_acc,surface_temperature,1.0431180000305176,results/models/multi-partial/pca_ridge/metrics_shared_planets.json,results/models/multi-partial/pca_ridge/predictions_shared_planets.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,shared_planets,pca_ridge,relative_acc,temperature,4.0403008460998535,results/models/multi-partial/pca_ridge/metrics_shared_planets.json,results/models/multi-partial/pca_ridge/predictions_shared_planets.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,shared_planets,pca_ridge,relative_acc,specific_humidity_dex,1.2447069883346558,results/models/multi-partial/pca_ridge/metrics_shared_planets.json,results/models/multi-partial/pca_ridge/predictions_shared_planets.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,shared_planets,pca_ridge,relative_acc,cloud_fraction,1.3328642845153809,results/models/multi-partial/pca_ridge/metrics_shared_planets.json,results/models/multi-partial/pca_ridge/predictions_shared_planets.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,shared_planets,pca_ridge,relative_acc,u,3.3775012493133545,results/models/multi-partial/pca_ridge/metrics_shared_planets.json,results/models/multi-partial/pca_ridge/predictions_shared_planets.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,shared_planets,pca_ridge,relative_acc,v,1.2552789449691772,results/models/multi-partial/pca_ridge/metrics_shared_planets.json,results/models/multi-partial/pca_ridge/predictions_shared_planets.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,shared_planets,pca_ridge,relative_acc,asr,1.0047616958618164,results/models/multi-partial/pca_ridge/metrics_shared_planets.json,results/models/multi-partial/pca_ridge/predictions_shared_planets.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,shared_planets,pca_ridge,relative_acc,olr,1.1193106174468994,results/models/multi-partial/pca_ridge/metrics_shared_planets.json,results/models/multi-partial/pca_ridge/predictions_shared_planets.npz,results/models/multi-partial/pca_ridge/config.json
multi-partial,standard,ppca_icm,rmse,surface_temperature,10.085410118103027,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,rmse,temperature,8.819560480117797,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,rmse,specific_humidity_dex,0.44339416921138763,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,rmse,cloud_fraction,0.08390743918716907,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,rmse,u,9.630670046806335,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,rmse,v,4.334003591537476,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,rmse,asr,25.95606803894043,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,rmse,olr,18.028194427490234,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,acc,surface_temperature,0.9706354141235352,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,acc,temperature,0.6278322696685791,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,acc,specific_humidity_dex,0.7749673709273338,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,acc,cloud_fraction,0.6897536635398864,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,acc,u,0.6966657668352128,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,acc,v,0.6729676514863968,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,acc,asr,0.9961140155792236,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,acc,olr,0.8727918863296509,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,ramse,surface_temperature,10.381856918334961,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,ramse,temperature,9.209255123138428,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,ramse,specific_humidity_dex,0.46459989845752714,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,ramse,cloud_fraction,0.09757967814803123,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,ramse,u,11.483064675331116,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,ramse,v,5.240771198272705,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,ramse,asr,27.894737243652344,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,ramse,olr,19.572938919067383,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,energy_score,surface_temperature,7.839030742645264,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,energy_score,temperature,6.915039873123169,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,energy_score,specific_humidity_dex,0.3434823423624039,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,energy_score,cloud_fraction,0.06775932535529136,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,energy_score,u,8.01643636226654,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,energy_score,v,3.5878576040267944,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,energy_score,asr,20.80525779724121,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,energy_score,olr,14.153382301330566,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,spread_skill_ratio,surface_temperature,0.6791995763778687,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,spread_skill_ratio,temperature,0.6202518224716187,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,spread_skill_ratio,specific_humidity_dex,0.7408770740032196,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,spread_skill_ratio,cloud_fraction,0.3951224863529205,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,spread_skill_ratio,u,0.30952756106853485,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,spread_skill_ratio,v,0.3722998291254044,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,spread_skill_ratio,asr,0.38974976539611816,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,ppca_icm,spread_skill_ratio,olr,0.47776585817337036,results/models/multi-partial/ppca_icm/metrics_standard.json,results/models/multi-partial/ppca_icm/predictions.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_rmse,surface_temperature,0.9294688701629639,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_rmse,temperature,0.8295407295227051,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_rmse,specific_humidity_dex,0.7776010036468506,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_rmse,cloud_fraction,0.6280731558799744,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_rmse,u,0.7841795682907104,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_rmse,v,0.8015060424804688,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_rmse,asr,0.7114202380180359,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_rmse,olr,0.7714053988456726,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_acc,surface_temperature,1.0511250495910645,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_acc,temperature,5.322991371154785,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_acc,specific_humidity_dex,1.2877832651138306,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_acc,cloud_fraction,1.4577043056488037,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_acc,u,3.8907711505889893,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_acc,v,1.3114784955978394,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_acc,asr,1.0046628713607788,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_acc,olr,1.1528632640838623,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_energy_score,surface_temperature,0.721234142780304,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_energy_score,temperature,0.638553261756897,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_energy_score,specific_humidity_dex,0.5801811218261719,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_energy_score,cloud_fraction,0.5091177821159363,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_energy_score,u,0.6354302167892456,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_energy_score,v,0.6564686298370361,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_energy_score,asr,0.5653027892112732,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,shared_planets,ppca_icm,relative_energy_score,olr,0.6076940298080444,results/models/multi-partial/ppca_icm/metrics_shared_planets.json,results/models/multi-partial/ppca_icm/predictions_shared_planets.npz,results/models/multi-partial/ppca_icm/config.json
multi-partial,standard,sfno,rmse,surface_temperature,13.156966209411621,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,rmse,temperature,10.78567123413086,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,rmse,specific_humidity_dex,0.5312204658985138,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,rmse,cloud_fraction,0.0850891750305891,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,rmse,u,10.606792378425599,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,rmse,v,4.283011484146118,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,rmse,asr,32.38471221923828,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,rmse,olr,18.706762313842773,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,acc,surface_temperature,0.95804762840271,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,acc,temperature,0.5227116018533706,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,acc,specific_humidity_dex,0.716921928524971,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,acc,cloud_fraction,0.6865214616060257,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,acc,u,0.6820575267076492,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,acc,v,0.6908194452524186,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,acc,asr,0.9953799843788147,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,acc,olr,0.8569254279136658,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,ramse,surface_temperature,13.54281234741211,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,ramse,temperature,11.52151403427124,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,ramse,specific_humidity_dex,0.566435694694519,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,ramse,cloud_fraction,0.09794064052402973,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,ramse,u,12.696057105064392,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,ramse,v,5.053560900688171,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,ramse,asr,34.20325469970703,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,standard,sfno,ramse,olr,20.247047424316406,results/models/multi-partial/sfno/metrics_standard.json,results/models/multi-partial/sfno/predictions.npz,results/models/multi-partial/sfno/config.json
multi-partial,shared_planets,sfno,relative_rmse,surface_temperature,1.0557327270507812,results/models/multi-partial/sfno/metrics_shared_planets.json,results/models/multi-partial/sfno/predictions_shared_planets.npz,results/models/multi-partial/sfno/config.json
multi-partial,shared_planets,sfno,relative_rmse,temperature,0.9577412605285645,results/models/multi-partial/sfno/metrics_shared_planets.json,results/models/multi-partial/sfno/predictions_shared_planets.npz,results/models/multi-partial/sfno/config.json
multi-partial,shared_planets,sfno,relative_rmse,specific_humidity_dex,0.8211114406585693,results/models/multi-partial/sfno/metrics_shared_planets.json,results/models/multi-partial/sfno/predictions_shared_planets.npz,results/models/multi-partial/sfno/config.json
multi-partial,shared_planets,sfno,relative_rmse,cloud_fraction,0.6080504655838013,results/models/multi-partial/sfno/metrics_shared_planets.json,results/models/multi-partial/sfno/predictions_shared_planets.npz,results/models/multi-partial/sfno/config.json
multi-partial,shared_planets,sfno,relative_rmse,u,0.8742114305496216,results/models/multi-partial/sfno/metrics_shared_planets.json,results/models/multi-partial/sfno/predictions_shared_planets.npz,results/models/multi-partial/sfno/config.json
multi-partial,shared_planets,sfno,relative_rmse,v,0.7569305896759033,results/models/multi-partial/sfno/metrics_shared_planets.json,results/models/multi-partial/sfno/predictions_shared_planets.npz,results/models/multi-partial/sfno/config.json
multi-partial,shared_planets,sfno,relative_rmse,asr,0.8719761967658997,results/models/multi-partial/sfno/metrics_shared_planets.json,results/models/multi-partial/sfno/predictions_shared_planets.npz,results/models/multi-partial/sfno/config.json
multi-partial,shared_planets,sfno,relative_rmse,olr,0.775346577167511,results/models/multi-partial/sfno/metrics_shared_planets.json,results/models/multi-partial/sfno/predictions_shared_planets.npz,results/models/multi-partial/sfno/config.json
multi-partial,shared_planets,sfno,relative_acc,surface_temperature,1.0371503829956055,results/models/multi-partial/sfno/metrics_shared_planets.json,results/models/multi-partial/sfno/predictions_shared_planets.npz,results/models/multi-partial/sfno/config.json
multi-partial,shared_planets,sfno,relative_acc,temperature,4.272302627563477,results/models/multi-partial/sfno/metrics_shared_planets.json,results/models/multi-partial/sfno/predictions_shared_planets.npz,results/models/multi-partial/sfno/config.json
multi-partial,shared_planets,sfno,relative_acc,specific_humidity_dex,1.199336051940918,results/models/multi-partial/sfno/metrics_shared_planets.json,results/models/multi-partial/sfno/predictions_shared_planets.npz,results/models/multi-partial/sfno/config.json
multi-partial,shared_planets,sfno,relative_acc,cloud_fraction,1.471718668937683,results/models/multi-partial/sfno/metrics_shared_planets.json,results/models/multi-partial/sfno/predictions_shared_planets.npz,results/models/multi-partial/sfno/config.json
multi-partial,shared_planets,sfno,relative_acc,u,3.4797253608703613,results/models/multi-partial/sfno/metrics_shared_planets.json,results/models/multi-partial/sfno/predictions_shared_planets.npz,results/models/multi-partial/sfno/config.json
multi-partial,shared_planets,sfno,relative_acc,v,1.2824362516403198,results/models/multi-partial/sfno/metrics_shared_planets.json,results/models/multi-partial/sfno/predictions_shared_planets.npz,results/models/multi-partial/sfno/config.json
multi-partial,shared_planets,sfno,relative_acc,asr,1.0037715435028076,results/models/multi-partial/sfno/metrics_shared_planets.json,results/models/multi-partial/sfno/predictions_shared_planets.npz,results/models/multi-partial/sfno/config.json
multi-partial,shared_planets,sfno,relative_acc,olr,1.1313369274139404,results/models/multi-partial/sfno/metrics_shared_planets.json,results/models/multi-partial/sfno/predictions_shared_planets.npz,results/models/multi-partial/sfno/config.json
