subset,protocol,method,metric,variable,value,metrics_path,predictions_path,config_path
multi-complete,shared_planets,coord_deeponet,relative_acc,specific_humidity_dex,1.1811755895614624,results/models/multi-complete/coord_deeponet/metrics_shared_planets.json,results/models/multi-complete/coord_deeponet/predictions_shared_planets.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,shared_planets,coord_deeponet,relative_acc,cloud_fraction,1.317315936088562,results/models/multi-complete/coord_deeponet/metrics_shared_planets.json,results/models/multi-complete/coord_deeponet/predictions_shared_planets.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,shared_planets,coord_deeponet,relative_acc,u,4.038216590881348,results/models/multi-complete/coord_deeponet/metrics_shared_planets.json,results/models/multi-complete/coord_deeponet/predictions_shared_planets.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,shared_planets,coord_deeponet,relative_acc,v,1.1800442934036255,results/models/multi-complete/coord_deeponet/metrics_shared_planets.json,results/models/multi-complete/coord_deeponet/predictions_shared_planets.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,shared_planets,coord_deeponet,relative_acc,asr,1.004269003868103,results/models/multi-complete/coord_deeponet/metrics_shared_planets.json,results/models/multi-complete/coord_deeponet/predictions_shared_planets.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,shared_planets,coord_deeponet,relative_acc,olr,1.1330363750457764,results/models/multi-complete/coord_deeponet/metrics_shared_planets.json,results/models/multi-complete/coord_deeponet/predictions_shared_planets.npz,results/models/multi-complete/coord_deeponet/config.json
multi-complete,standard,coord_mlp,rmse,surface_temperature,16.7823486328125,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,rmse,temperature,10.600563791063097,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,rmse,specific_humidity_dex,0.6027427315711975,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,rmse,cloud_fraction,0.10891962920626004,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,rmse,u,10.164274295171102,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,rmse,v,4.733104520373875,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,rmse,asr,57.73263168334961,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,rmse,olr,26.59894561767578,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,acc,surface_temperature,0.9054863452911377,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,acc,temperature,0.46530694100591874,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,acc,specific_humidity_dex,0.674121446079678,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,acc,cloud_fraction,0.6480442252424028,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,acc,u,0.604392452372445,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,acc,v,0.643330819076962,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,acc,asr,0.9780742526054382,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,acc,olr,0.732511579990387,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,ramse,surface_temperature,17.90898323059082,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,ramse,temperature,11.571197827657064,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,ramse,specific_humidity_dex,0.6536069214344025,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,ramse,cloud_fraction,0.1309261168870661,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,ramse,u,12.02525912390815,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,ramse,v,5.616615533828735,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,ramse,asr,64.114013671875,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,coord_mlp,ramse,olr,29.680776596069336,results/models/multi-complete/coord_mlp/metrics_standard.json,results/models/multi-complete/coord_mlp/predictions.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,shared_planets,coord_mlp,relative_rmse,surface_temperature,1.3237911462783813,results/models/multi-complete/coord_mlp/metrics_shared_planets.json,results/models/multi-complete/coord_mlp/predictions_shared_planets.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,shared_planets,coord_mlp,relative_rmse,temperature,0.8964282870292664,results/models/multi-complete/coord_mlp/metrics_shared_planets.json,results/models/multi-complete/coord_mlp/predictions_shared_planets.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,shared_planets,coord_mlp,relative_rmse,specific_humidity_dex,0.9929633140563965,results/models/multi-complete/coord_mlp/metrics_shared_planets.json,results/models/multi-complete/coord_mlp/predictions_shared_planets.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,shared_planets,coord_mlp,relative_rmse,cloud_fraction,0.7114118933677673,results/models/multi-complete/coord_mlp/metrics_shared_planets.json,results/models/multi-complete/coord_mlp/predictions_shared_planets.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,shared_planets,coord_mlp,relative_rmse,u,0.9234021902084351,results/models/multi-complete/coord_mlp/metrics_shared_planets.json,results/models/multi-complete/coord_mlp/predictions_shared_planets.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,shared_planets,coord_mlp,relative_rmse,v,0.9219703078269958,results/models/multi-complete/coord_mlp/metrics_shared_planets.json,results/models/multi-complete/coord_mlp/predictions_shared_planets.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,shared_planets,coord_mlp,relative_rmse,asr,1.5140979290008545,results/models/multi-complete/coord_mlp/metrics_shared_planets.json,results/models/multi-complete/coord_mlp/predictions_shared_planets.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,shared_planets,coord_mlp,relative_rmse,olr,1.099442958831787,results/models/multi-complete/coord_mlp/metrics_shared_planets.json,results/models/multi-complete/coord_mlp/predictions_shared_planets.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,shared_planets,coord_mlp,relative_acc,surface_temperature,0.9728449583053589,results/models/multi-complete/coord_mlp/metrics_shared_planets.json,results/models/multi-complete/coord_mlp/predictions_shared_planets.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,shared_planets,coord_mlp,relative_acc,temperature,1.1905547380447388,results/models/multi-complete/coord_mlp/metrics_shared_planets.json,results/models/multi-complete/coord_mlp/predictions_shared_planets.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,shared_planets,coord_mlp,relative_acc,specific_humidity_dex,1.014419674873352,results/models/multi-complete/coord_mlp/metrics_shared_planets.json,results/models/multi-complete/coord_mlp/predictions_shared_planets.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,shared_planets,coord_mlp,relative_acc,cloud_fraction,1.2910958528518677,results/models/multi-complete/coord_mlp/metrics_shared_planets.json,results/models/multi-complete/coord_mlp/predictions_shared_planets.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,shared_planets,coord_mlp,relative_acc,u,4.38097620010376,results/models/multi-complete/coord_mlp/metrics_shared_planets.json,results/models/multi-complete/coord_mlp/predictions_shared_planets.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,shared_planets,coord_mlp,relative_acc,v,1.1332173347473145,results/models/multi-complete/coord_mlp/metrics_shared_planets.json,results/models/multi-complete/coord_mlp/predictions_shared_planets.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,shared_planets,coord_mlp,relative_acc,asr,0.9869126677513123,results/models/multi-complete/coord_mlp/metrics_shared_planets.json,results/models/multi-complete/coord_mlp/predictions_shared_planets.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,shared_planets,coord_mlp,relative_acc,olr,1.0127254724502563,results/models/multi-complete/coord_mlp/metrics_shared_planets.json,results/models/multi-complete/coord_mlp/predictions_shared_planets.npz,results/models/multi-complete/coord_mlp/config.json
multi-complete,standard,gplfr,rmse,surface_temperature,9.730849266052246,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,rmse,temperature,8.144811312357584,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,rmse,specific_humidity_dex,0.40335754884613884,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,rmse,cloud_fraction,0.08173966283599536,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,rmse,u,8.192544539769491,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,rmse,v,4.050169044070774,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,rmse,asr,22.14569854736328,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,rmse,olr,15.449631690979004,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,acc,surface_temperature,0.9722144603729248,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,acc,temperature,0.7011972996923659,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,acc,specific_humidity_dex,0.8498134613037109,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,acc,cloud_fraction,0.7556723157564799,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,acc,u,0.7420301106241014,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,acc,v,0.7044226394759284,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,acc,asr,0.996769905090332,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,acc,olr,0.8947253823280334,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,ramse,surface_temperature,9.935306549072266,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,ramse,temperature,8.437315199110243,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,ramse,specific_humidity_dex,0.4213634464475844,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,ramse,cloud_fraction,0.09416667289204067,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,ramse,u,9.738373385535347,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,ramse,v,4.830436838997735,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,ramse,asr,23.53392791748047,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,ramse,olr,16.53032684326172,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,energy_score,surface_temperature,7.980602741241455,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,energy_score,temperature,6.647984875573052,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,energy_score,specific_humidity_dex,0.3383440441555447,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,energy_score,cloud_fraction,0.06227227755718761,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,energy_score,u,6.343578788969252,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,energy_score,v,3.1073116858800254,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,energy_score,asr,18.31644058227539,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,energy_score,olr,12.20738410949707,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,spread_skill_ratio,surface_temperature,1.0942453145980835,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,spread_skill_ratio,temperature,0.9891227748658922,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,spread_skill_ratio,specific_humidity_dex,1.2013487418492634,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,spread_skill_ratio,cloud_fraction,1.1725735929277208,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,spread_skill_ratio,u,0.672693649927775,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,spread_skill_ratio,v,0.8283009462886386,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,spread_skill_ratio,asr,1.0666159391403198,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,gplfr,spread_skill_ratio,olr,1.121254324913025,results/models/multi-complete/gplfr/metrics_standard.json,results/models/multi-complete/gplfr/predictions.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_rmse,surface_temperature,0.7875787615776062,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_rmse,temperature,0.6961178779602051,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_rmse,specific_humidity_dex,0.6978994011878967,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_rmse,cloud_fraction,0.5667399168014526,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_rmse,u,0.783589780330658,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_rmse,v,0.7696391344070435,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_rmse,asr,0.6000022292137146,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_rmse,olr,0.6380904912948608,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_acc,surface_temperature,1.0495890378952026,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_acc,temperature,1.6630651950836182,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_acc,specific_humidity_dex,1.2819619178771973,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_acc,cloud_fraction,1.4229494333267212,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_acc,u,4.586854934692383,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_acc,v,1.3425354957580566,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_acc,asr,1.0052367448806763,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_acc,olr,1.175355076789856,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_energy_score,surface_temperature,0.6672393083572388,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_energy_score,temperature,0.5801669359207153,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_energy_score,specific_humidity_dex,0.5867024064064026,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_energy_score,cloud_fraction,0.4320218861103058,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_energy_score,u,0.6007698774337769,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_energy_score,v,0.595770537853241,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_energy_score,asr,0.48388510942459106,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,shared_planets,gplfr,relative_energy_score,olr,0.505771815776825,results/models/multi-complete/gplfr/metrics_shared_planets.json,results/models/multi-complete/gplfr/predictions_shared_planets.npz,results/models/multi-complete/gplfr/config.json
multi-complete,standard,knn,rmse,surface_temperature,19.577972412109375,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,rmse,temperature,15.217071215311686,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,rmse,specific_humidity_dex,0.765385799937778,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,rmse,cloud_fraction,0.10743875842955378,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,rmse,u,10.163873778449165,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,rmse,v,4.900258488125271,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,rmse,asr,31.460647583007812,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,rmse,olr,23.77284812927246,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,acc,surface_temperature,0.9654809832572937,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,acc,temperature,0.6342694527573056,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,acc,specific_humidity_dex,0.8136130902502272,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,acc,cloud_fraction,0.6779088874657949,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,acc,u,0.6570837994416555,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,acc,v,0.646983289056354,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,acc,asr,0.9949024319648743,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,acc,olr,0.8208117485046387,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,ramse,surface_temperature,19.871597290039062,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,ramse,temperature,15.570583555433485,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,ramse,specific_humidity_dex,0.7851608528031243,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,ramse,cloud_fraction,0.1267471309337351,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,ramse,u,12.372562726338705,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,ramse,v,6.034983237584432,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,ramse,asr,33.45427703857422,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,standard,knn,ramse,olr,26.431556701660156,results/models/multi-complete/knn/metrics_standard.json,results/models/multi-complete/knn/predictions.npz,results/models/multi-complete/knn/config.json
multi-complete,shared_planets,knn,relative_rmse,surface_temperature,1.4447541236877441,results/models/multi-complete/knn/metrics_shared_planets.json,results/models/multi-complete/knn/predictions_shared_planets.npz,results/models/multi-complete/knn/config.json
