method,surface_temperature,temperature_0,temperature_1,temperature_2,temperature_3,temperature_4,temperature_5,temperature_6,temperature_7,temperature_8,specific_humidity_0,specific_humidity_1,specific_humidity_2,specific_humidity_3,specific_humidity_4,specific_humidity_5,specific_humidity_6,specific_humidity_7,specific_humidity_8,asr,olr,cloud_fraction_0,cloud_fraction_1,cloud_fraction_2,cloud_fraction_3,cloud_fraction_4,cloud_fraction_5,cloud_fraction_6,cloud_fraction_7,cloud_fraction_8,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8
gplfr,7.980602741241455,6.661479473114014,6.4350786209106445,6.095300197601318,5.934129238128662,5.902941703796387,5.985583782196045,6.118804454803467,7.763370513916016,8.935175895690918,0.2407747209072113,0.23998147249221802,0.25947654247283936,0.28770267963409424,0.3142966330051422,0.35918882489204407,0.4044879972934723,0.4362776279449463,0.5029098987579346,18.31644058227539,12.20738410949707,0.09985554963350296,0.09085976332426071,0.07633614540100098,0.059098534286022186,0.052773959934711456,0.05161334574222565,0.04853598400950432,0.04587778449058533,0.03549943119287491,2.257441997528076,2.7374770641326904,3.7976951599121094,5.147334098815918,6.508153915405273,7.648934364318848,8.789732933044434,9.493188858032227,10.712250709533691,1.5320916175842285,1.855047345161438,2.5579841136932373,3.176929473876953,3.5247533321380615,3.782837152481079,4.01554012298584,3.92765474319458,3.5929672718048096
ppca_icm,8.73499584197998,7.5482940673828125,7.411547660827637,7.18437385559082,7.0044026374816895,6.78507661819458,6.842613697052002,7.128215312957764,8.910632133483887,10.211587905883789,0.25491970777511597,0.2583811283111572,0.27428776025772095,0.3011472821235657,0.33334147930145264,0.38531023263931274,0.4258616864681244,0.4538258910179138,0.5139862298965454,20.696880340576172,14.104959487915039,0.11254218965768814,0.10385091602802277,0.088372603058815,0.06994766741991043,0.06243295222520828,0.05599904805421829,0.054142843931913376,0.05279291793704033,0.03539065271615982,2.6208291053771973,3.1760969161987305,4.422628879547119,6.013574600219727,7.477626800537109,8.565115928649902,9.872716903686523,10.990985870361328,12.288411140441895,1.7608230113983154,2.1608738899230957,2.9556899070739746,3.672292470932007,4.078526973724365,4.318450450897217,4.467750549316406,4.208787441253662,3.656540870666504
