method,surface_temperature,temperature_0,temperature_1,temperature_2,temperature_3,temperature_4,temperature_5,temperature_6,temperature_7,temperature_8,specific_humidity_0,specific_humidity_1,specific_humidity_2,specific_humidity_3,specific_humidity_4,specific_humidity_5,specific_humidity_6,specific_humidity_7,specific_humidity_8,asr,olr,cloud_fraction_0,cloud_fraction_1,cloud_fraction_2,cloud_fraction_3,cloud_fraction_4,cloud_fraction_5,cloud_fraction_6,cloud_fraction_7,cloud_fraction_8,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8
gplfr,8.81803035736084,6.854384422302246,6.605014801025391,6.290045738220215,6.249032020568848,6.453536033630371,6.601447105407715,6.363494873046875,6.491739749908447,7.789525032043457,0.261351615190506,0.2627125084400177,0.2903205156326294,0.33050766587257385,0.3719804286956787,0.43646809458732605,0.48164018988609314,0.4940480589866638,0.5592961311340332,23.842191696166992,15.103961944580078,0.10657521337270737,0.09734751284122467,0.08241932094097137,0.06152303144335747,0.056407585740089417,0.05726512148976326,0.05666268244385719,0.05623709037899971,0.041347794234752655,2.5466830730438232,3.1023690700531006,4.256031036376953,5.648584365844727,7.16591739654541,8.38194465637207,9.5554838180542,9.77757453918457,10.0285062789917,1.7743631601333618,2.157813787460327,2.951878070831299,3.6258747577667236,4.036650657653809,4.22296667098999,4.466291427612305,4.363642692565918,3.8569881916046143
ppca_icm,10.221007347106934,8.333868026733398,8.217401504516602,8.083717346191406,8.06352710723877,8.031929969787598,8.073573112487793,8.000265121459961,8.825553894042969,10.42115306854248,0.2924078404903412,0.29810547828674316,0.3245174288749695,0.363625705242157,0.4130411446094513,0.48838528990745544,0.5325871109962463,0.5498118996620178,0.5985235571861267,27.932968139648438,18.176870346069336,0.1200505942106247,0.11122248321771622,0.09495121240615845,0.07282460480928421,0.06806299090385437,0.06322310864925385,0.06573644280433655,0.06747273355722427,0.04372496157884598,2.744410276412964,3.3530471324920654,4.697299480438232,6.4141950607299805,8.245414733886719,9.373618125915527,10.475956916809082,10.790602684020996,11.441401481628418,1.9013646841049194,2.3324782848358154,3.1818430423736572,3.8858721256256104,4.348340034484863,4.619295120239258,4.912099361419678,4.672845840454102,3.894500732421875
