method,surface_temperature,temperature_0,temperature_1,temperature_2,temperature_3,temperature_4,temperature_5,temperature_6,temperature_7,temperature_8,specific_humidity_0,specific_humidity_1,specific_humidity_2,specific_humidity_3,specific_humidity_4,specific_humidity_5,specific_humidity_6,specific_humidity_7,specific_humidity_8,asr,olr,cloud_fraction_0,cloud_fraction_1,cloud_fraction_2,cloud_fraction_3,cloud_fraction_4,cloud_fraction_5,cloud_fraction_6,cloud_fraction_7,cloud_fraction_8,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8
gplfr,0.6672393679618835,0.6162762641906738,0.6277135014533997,0.6564966440200806,0.794827401638031,0.8730596899986267,0.7232006788253784,0.6518656611442566,0.7361425161361694,1.2610507011413574,0.6290088295936584,0.555990993976593,0.5489107370376587,0.5539723038673401,0.5786166787147522,0.613079845905304,0.6718584299087524,0.6620158553123474,1.0920857191085815,0.4838850498199463,0.5057718753814697,0.41382214426994324,0.4276212453842163,0.3949841558933258,0.4028344452381134,0.4834466576576233,0.6122411489486694,0.7356869578361511,0.5907838940620422,1.8009737730026245,0.643937885761261,0.6690629720687866,0.6880664229393005,0.6415088176727295,0.6131715178489685,0.5825739502906799,0.5700154304504395,0.6007444262504578,1.1748511791229248,0.6488441228866577,0.6662720441818237,0.650436282157898,0.608528733253479,0.5678591728210449,0.5844288468360901,0.6376562714576721,0.7375787496566772,1.2589421272277832
ppca_icm,0.8107816576957703,0.75685715675354,0.8200029730796814,0.8611190319061279,1.0359787940979004,1.080969214439392,0.792513906955719,0.6940321326255798,0.9275593161582947,1.7350996732711792,0.6961708664894104,0.6208915710449219,0.6077773571014404,0.6144549250602722,0.6482902765274048,0.6824160814285278,0.7261716723442078,0.7314234375953674,1.1079127788543701,0.5801185369491577,0.6204068660736084,0.46107566356658936,0.48282381892204285,0.4531880021095276,0.4752022922039032,0.5768569707870483,0.6363492012023926,0.7816656231880188,0.6192923784255981,1.5082603693008423,0.6985989809036255,0.7349517941474915,0.7918644547462463,0.7878496050834656,0.7666128277778625,0.6944794654846191,0.6509347558021545,0.6866022944450378,1.2039563655853271,0.7111064791679382,0.7400447726249695,0.7416581511497498,0.6906911730766296,0.6376991271972656,0.6563397645950317,0.7094451189041138,0.7167105078697205,1.1216386556625366
