variable,gplfr,gplfr_field_coreg,gplfr_field_coreg_learn_weights
surface_temperature,9.826775550842285,9.892160415649414,9.517936706542969
temperature,8.194123840332031,8.237535333633422,7.993449449539185
specific_humidity_dex,0.4293355464935303,0.4301786184310913,0.41725774109363556
cloud_fraction,0.07736995667219163,0.07777591869235038,0.07891595102846623
u,9.448803877830505,9.578173804283143,9.406802701950074
v,4.115927767753601,4.22026629447937,4.087205839157105
asr,22.54296875,22.38350486755371,22.420289993286133
olr,16.022092819213867,15.943798065185547,15.746859550476074
