variable,gplfr,gplfr_field_coreg,gplfr_field_coreg_learn_weights
surface_temperature,7.90910530090332,7.78711462020874,7.368808746337891
temperature,6.6351536273956295,6.586862850189209,6.230310392379761
specific_humidity_dex,0.35568907409906386,0.34516633450984957,0.32089404612779615
cloud_fraction,0.05794317312538624,0.06897573173046112,0.058094519376754764
u,7.271187973022461,7.396766138076782,7.256058597564698
v,3.1579710602760316,3.370211434364319,3.1694408655166626
asr,18.51345443725586,19.27094268798828,17.79437828063965
olr,12.562516212463379,12.470592498779297,12.107494354248047
