method,surface_temperature,temperature,specific_humidity_dex,cloud_fraction,u,v,asr,olr
conv_decoder,13.372230529785156,10.547170543670655,0.578019666671753,0.08939953371882439,9.966274499893188,4.404722762107849,44.00802993774414,21.059865951538086
coord_deeponet,15.48498249053955,11.329550170898438,0.6045431852340698,0.0974384555593133,11.718626308441163,5.83596179485321,36.68730163574219,23.485214233398438
coord_mlp,17.484846115112305,11.73437328338623,0.6612516462802887,0.10679549798369407,11.73390336036682,5.157259368896485,85.65653228759766,39.88407516479492
gplfr,10.782377243041992,8.310265302658081,0.4960699319839478,0.08291325867176055,9.61960391998291,4.5177456617355345,29.647796630859375,19.78820037841797
knn,16.382043838500977,13.14995002746582,0.7874445468187332,0.10958618521690369,10.963524389266968,5.007504034042358,39.62907791137695,28.158336639404297
pca_gbt,13.249438285827637,11.061698722839356,0.6114420056343078,0.09592465907335282,11.147404432296753,5.324196982383728,33.91537857055664,22.284374237060547
pca_mlp,13.951859474182129,10.51973752975464,0.5854311585426331,0.09448491409420967,11.53667311668396,5.0108308553695675,34.6224250793457,23.186460494995117
pca_ridge,16.655927658081055,13.706983184814453,0.7191267788410187,0.10435711331665516,12.436239910125732,5.543689322471619,39.18467712402344,27.856399536132812
ppca_icm,11.599266052246094,9.590126705169677,0.5375431150197982,0.09291577227413654,9.692469334602356,4.5998831510543825,33.7695426940918,22.419679641723633
sfno,14.324004173278809,11.204391193389892,0.5918226838111877,0.09004539977759123,10.800825071334838,4.69269871711731,39.97138595581055,22.965742111206055
train_mean,21.078750610351562,19.047002696990965,0.9867586195468903,0.12773065380752086,15.156195831298827,6.990581059455872,49.90642166137695,36.34873580932617
