method,surface_temperature,temperature,specific_humidity_dex,cloud_fraction,u,v,asr,olr
conv_decoder,13.955851554870605,11.69469928741455,0.6361022680997849,0.10297147575765848,12.07424635887146,5.267290782928467,46.50469970703125,22.40241050720215
coord_deeponet,15.989577293395996,11.812279796600341,0.635061439871788,0.1146221835166216,14.525063467025756,7.180549001693725,39.414939880371094,25.415250778198242
coord_mlp,18.493494033813477,12.57765007019043,0.711223629117012,0.12905001677572728,14.251928424835205,6.208198690414429,89.90858459472656,43.22771453857422
gplfr,11.015508651733398,8.633642673492432,0.5161905735731125,0.0949818653985858,11.677058506011964,5.3896218061447145,31.18939781188965,20.967205047607422
knn,16.715133666992188,13.567909145355225,0.8064978778362274,0.12914278656244277,13.36140866279602,6.039858365058899,41.76409912109375,30.574928283691406
pca_gbt,13.569391250610352,11.466976070404053,0.6395112037658691,0.11163954958319663,13.880432939529419,6.538047289848327,35.873268127441406,23.554698944091797
pca_mlp,14.221456527709961,10.910558128356934,0.6081642121076584,0.10905460827052593,14.301166534423828,6.04397759437561,36.4205207824707,24.564647674560547
pca_ridge,16.982988357543945,14.12139949798584,0.7446298331022263,0.12008192129433155,15.085640096664429,6.607708621025085,41.11310577392578,29.6412353515625
ppca_icm,11.879372596740723,9.962973880767823,0.5576502174139023,0.10734746567904949,11.573284363746643,5.448878812789917,35.993194580078125,24.09349822998047
sfno,14.750182151794434,11.978685569763183,0.6310999155044555,0.10314871203154326,13.11610813140869,5.571858835220337,41.880348205566406,24.545866012573242
train_mean,21.711917877197266,19.565392303466798,1.025620347261429,0.14966959469020366,17.82109785079956,8.8001118183136,52.40092086791992,39.38017654418945
